,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book
1371,Tortilla Flat,John Steinbeck,3.83,eng,154,438,38,9/7/2000,Penguin Classics,2000,21th,small
1372,The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84,eng,288,3427,276,1/18/2001,Penguin Books Ltd,2001,21th,small
1373,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97,eng,224,179,20,10/1/2003,Walker Books,2003,21th,small
1374,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97,eng,192,47453,1865,10/1/2005,Walker Books,2005,21th,small
1375,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,3.53,eng,32,1,0,9/1/2003,Children's Press(CT),2003,21th,small
1376,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,eng,437,10,2,10/1/1996,Collection of Historical Scientific Instruments,1996,20th,big
1377,1421: The Year China Discovered America,Gavin Menzies,3.6,eng,650,11751,893,1/1/2004,Harper Perennial (NYC),2004,21th,big
1378,Dr. Desirable,Kristi Gold,3.27,eng,192,20,1,1/25/2002,Silhouette Desire,2002,21th,small
1379,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,eng,461,31384,2255,5/9/2006,Viking,2006,21th,big
1380,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,eng,796,6,2,10/23/2003,Johnson Publishing Company (IL),2003,21th,big
1381,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,eng,70,26,1,5/1/1984,Penguin Books,1984,20th,small
1382,Shalimar the Clown,Salman Rushdie,3.88,eng,398,11418,743,10/10/2006,Random House Trade,2006,21th,small
1383,Midnight's Children,Salman Rushdie,3.98,eng,463,364,46,4/8/1982,Picador,1982,20th,big
1384,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,eng,224,22378,1613,8/27/1999,Viking Children's Books,1999,20th,small
1385,Fury,Salman Rushdie,3.29,eng,272,6711,354,9/5/2002,Vintage,2002,21th,small
1386,Code Complete,Steve McConnell,4.29,eng,914,7059,326,6/19/2004,Microsoft Press,2004,21th,big
1387,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,eng,538,111,6,6/15/1998,Galahad Books,1998,20th,big
1388,How to Stop Worrying and Start Living,Dale Carnegie,4.12,eng,358,61639,1607,10/5/2004,Gallery Books,2004,21th,small
1389,How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,3.96,eng,224,1907,121,1/2/1990,Pocket Books,1990,20th,small
1390,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,eng,256,3713,103,5/1/1995,Pocket Books,1995,20th,small
1391,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,eng,144,12436,619,7/22/2008,Basic Books,2008,21th,small
1392,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,eng,118,97,10,6/1/1983,Basic Books,1983,20th,small
1393,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,eng,96,311436,8421,2/7/2002,Vermilion,2002,21th,small
1394,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,eng,240,46064,871,2/1/2005,Harvard Business Review Press,2005,21th,small
1395,Heart of Darkness,Joseph Conrad,3.42,eng,188,321078,8423,10/1/2003,Green Integer,2003,21th,small
1396,Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,eng,225,3761,177,9/25/2003,Oxford University Press,2003,21th,small
1397,Heart of Darkness,Joseph Conrad,3.42,eng,132,92,11,5/1/2003,Wildside Press,2003,21th,small
1398,Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,eng,272,26508,2019,9/19/2006,Scribner,2006,21th,small
1399,Angela's Ashes,Frank McCourt,4.11,eng,224,711,64,12/17/1998,Simon & Schuster,1998,20th,small
1400,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,eng,185,38313,2811,10/1/1994,Penguin Books,1994,20th,small
1401,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,eng,144,213,32,6/16/2006,Dover Publications,2006,21th,small
1402,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,eng,272,52,8,3/1/2005,Collectors Library,2005,21th,small
1403,Three Men in a Boat,Jerome K. Jerome,3.89,eng,178,786,125,3/25/2004,Penguin Classics,2004,21th,small
1404,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,eng,400,2318,182,11/25/1999,Penguin Classics,1999,20th,small
1405,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,eng,467,225397,12452,1/3/2006,Vintage International,2006,21th,big
1406,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,eng,736,983,91,6/1/1999,Signet Classics,1999,20th,big
1407,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,eng,796,191531,6795,6/14/2002,Farrar  Straus and Giroux,2002,21th,big
1408,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,eng,1013,1673,184,2/27/2003,Penguin Books Ltd,2003,21th,big
1409,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,eng,796,617,80,9/3/1991,Vintage Books USA,1991,20th,big
1410,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32,eng,16,20,2,5/1/2005,Hovel Audio,2005,21th,small
1411,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,eng,720,1089,202,7/25/2004,Barnes  Noble Classics,2004,21th,big
1412,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,3.5,eng,96,4,0,1/10/2003,Cliffs Notes,2003,21th,small
1413,Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,eng,288,1455,193,10/1/2005,Material World,2005,21th,small
1414,The Very Hungry Caterpillar,Eric Carle,4.29,eng,13,3945,262,3/23/1994,Philomel Books,1994,20th,small
1415,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,eng,32,65,10,9/1/1996,Child's Play International,1996,20th,small
1416,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,eng,32,2114,166,9/27/1999,HMH Books for Young Readers,1999,20th,small
1417,The Hungry Tide,Amitav Ghosh,3.95,eng,333,11838,815,6/7/2006,Mariner Books,2006,21th,small
1418,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,eng,224,749,46,9/1/1993,Plume,1993,20th,small
1419,What Is the What,Dave Eggers,4.16,eng,475,65767,6203,10/18/2006,McSweeney's,2006,21th,big
1420,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,eng,485,157572,8463,2/13/2001,Vintage,2001,21th,big
1421,You Shall Know Our Velocity!,Dave Eggers,3.63,eng,401,25811,1463,7/1/2003,Vintage,2003,21th,big
1422,How We Are Hungry,Dave Eggers,3.75,eng,224,12007,659,10/11/2005,Vintage,2005,21th,small
1423,How We Are Hungry: Stories,Dave Eggers,3.75,eng,218,488,38,10/13/2004,McSweeney's,2004,21th,small
1424,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97,eng,32,20,3,10/1/2004,Scholastic,2004,21th,small
1425,Love You Until--,Lisa McCourt/Cyd Moore,4.5,eng,32,4,0,12/3/2005,Paulist Press,2005,21th,small
1426,Year of Wonders,Geraldine Brooks,4.01,eng,358,120736,8549,4/30/2002,Penguin Books,2002,21th,small
1427,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,3.51,eng,224,55,9,9/26/2006,Bantam Books,2006,21th,small
1428,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,eng,931,127168,2801,2/1/2006,Pocket Books,2006,21th,big
1429,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,eng,160,34339,2061,1/16/2007,Random House Trade Paperbacks,2007,21th,small
1430,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,eng,275,1001671,19056,1/12/1999,Dial Press,1999,20th,small
1431,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,eng,258,28254,196,12/19/2002,Chelsea House Publications,2002,21th,small
1432,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,eng,80,12754,558,5/22/2001,Washington Square Press,2001,21th,small
1433,Jailbird,Kurt Vonnegut Jr.,3.82,eng,310,17881,593,1/12/1999,Dial Press Trade Paperback,1999,20th,small
1434,Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,eng,240,3183,115,9/1/1992,Berkley,1992,20th,small
1435,The Red Tent,Anita Diamant,4.17,eng,336,470858,15859,11/1/2005,St. Martin's Press,2005,21th,small
1436,Inside the Red Tent,Sandra Hack Polaski,3.96,eng,100,181,16,7/1/2006,Chalice Press,2006,21th,small
1437,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,eng,88,440,55,9/7/2004,Bloomsbury Academic,2004,21th,small
1438,La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3.88,fre,313,618,38,3/16/2002,Gallimard,2002,21th,small
1439,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,eng,776,2583,183,9/29/2006,Belknap Press of Harvard University Press,2006,21th,big
1440,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,eng,397,878,9,3/1/2001,Wizards of the Coast,2001,21th,small
1441,Berlin: The Downfall  1945,Antony Beevor,4.29,eng,489,244,17,1/1/2002,Viking Books,2002,21th,big
1442,El azul de la virgen,Tracy Chevalier,3.66,spa,411,50,5,10/1/2004,Punto de Lectura,2004,21th,big
1443,Saturday,Ian McEwan,3.63,eng,289,52576,3332,4/11/2006,Anchor,2006,21th,small
1444,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05,eng,32,34,10,9/1/2004,Atheneum Books for Young Readers,2004,21th,small
1445,A Dangerous Fortune,Ken Follett,4.05,eng,596,154,12,2/19/1999,MacMillan General Books,1999,20th,big
1446,The Man From St. Petersburg,Ken Follett,3.88,eng,320,16057,663,6/3/2003,NAL,2003,21th,small
1447,Night Over Water,Ken Follett,3.82,eng,448,14545,652,4/6/2004,NAL,2004,21th,big
1448,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,eng,319,666,72,8/9/2005,Random House Trade,2005,21th,small
1449,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95,spa,324,3,0,12/1/2006,Norma,2006,21th,small
1450,Jackdaws,Ken Follett,3.97,eng,416,20892,953,12/5/2006,NAL,2006,21th,big
1451,Whiteout,Ken Follett/David Tennant,3.58,eng,4,13,1,9/1/2006,MacMillan Audio,2006,21th,small
1452,Jackdaws,Ken Follett,3.97,eng,496,367,32,11/26/2002,Signet,2002,21th,big
1453,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,eng,208,336,5,12/12/2006,VIZ Media LLC,2006,21th,small
1454,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,eng,208,340,4,6/13/2006,VIZ Media LLC,2006,21th,small
1455,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,fre,200,48,2,11/27/2002,Glénat,2002,21th,small
1456,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,eng,240,248,27,9/4/1997,North Atlantic Books,1997,20th,small
1457,My Life in France,Julia Child/Alex Prud'Homme,4.17,eng,336,69153,6152,4/4/2006,Knopf Publishing Group,2006,21th,small
1458,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21,eng,624,28,7,10/5/2010,Anchor Canada,2010,21th,big
1459,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,eng,463,173022,5139,8/5/2003,Signet,2003,21th,big
1460,The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11,eng,350,2102,282,10/17/2006,Everyman's Library,2006,21th,small
1461,The Handmaid's Tale,Margaret Atwood,4.11,eng,308,529,59,9/1/2009,Heinemann Library,2009,21th,small
1462,The Catcher in the Rye,J.D. Salinger,3.8,eng,277,2457092,43499,1/30/2001,Back Bay Books,2001,21th,small
1463,The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,eng,120,775,24,10/1/1984,Barron's Educational Series,1984,20th,small
1464,Franny and Zooey,J.D. Salinger,3.98,eng,201,167157,4994,1/30/2001,Back Bay Books,2001,21th,small
1465,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.11,eng,256,40629,1189,1/30/2001,Back Bay Books,2001,21th,small
1466,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,eng,187,30012,797,5/4/2004,Harper Perennial Modern Classics,2004,21th,small
1467,Brave New World,Aldous Huxley,3.99,eng,288,1247221,20014,9/1/1998,HarperPerennial / Perennial Classics,1998,20th,small
1468,Island,Aldous Huxley,3.83,eng,354,19668,1031,7/30/2002,Harper Perennial Classics,2002,21th,small
1469,The Perennial Philosophy,Aldous Huxley,4.19,eng,336,3266,163,4/13/2004,Harper Perennial Modern Classics,2004,21th,small
1470,Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,4.3,eng,320,98,4,3/1/2003,The Crossroad Publishing Company,2003,21th,small
1471,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4.19,eng,304,404,15,4/1/1999,Park Street Press,1999,20th,small
1472,Point Counter Point,Aldous Huxley,3.86,eng,432,9522,210,10/1/1996,Dalkey Archive Press,1996,20th,big
1473,After Many a Summer Dies the Swan,Aldous Huxley,3.75,eng,368,2056,149,1/1/1993,Ivan R. Dee Publisher,1993,20th,small
1474,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,eng,281,4773,217,2/1/2000,Penguin Classics,2000,21th,small
1475,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,eng,432,744569,7247,5/30/2006,Anchor Books,2006,21th,big
1476,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.01,eng,96,309,19,3/30/2002,Bloomsbury Academic,2002,21th,small
1477,A Separate Peace,John Knowles/David Levithan,3.57,eng,208,175779,6261,9/30/2003,Scribner,2003,21th,small
1478,Black and Blue,Anna Quindlen,3.88,eng,288,75494,1386,8/25/2010,Delta Publishing,2010,21th,small
1479,A Virtuous Woman,Kaye Gibbons,3.69,eng,165,23170,587,11/5/1997,Vintage,1997,20th,small
1480,Here on Earth,Alice Hoffman,3.69,eng,336,43028,1472,7/1/1999,Berkley,1999,20th,small
1481,The Heart of a Woman,Maya Angelou,4.2,eng,288,17966,437,5/17/1997,Random House,1997,20th,small
1482,The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.87,eng,464,112856,1028,10/1/1999,Penguin Books,1999,20th,big
1483,Cane River,Lalita Tademy,4.06,eng,522,42695,1845,4/1/2002,Grand Central Publishing,2002,21th,big
1484,Where the Heart Is,Billie Letts,4.02,eng,376,227716,3407,6/1/1998,Grand Central Publishing,1998,20th,small
1485,Oprah Winfrey,Katherine E. Krohn,3.79,eng,128,38,5,1/1/2002,Lerner Publications,2002,21th,small
1486,Drowning Ruth,Christina Schwarz,3.74,eng,368,74161,2159,7/31/2001,Ballantine Books,2001,21th,small
1487,Fall on Your Knees,Ann-Marie MacDonald,3.96,eng,672,55988,2434,10/29/2002,Pocket Books,2002,21th,big
1488,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.73,eng,244,19366,645,11/1/1998,Harper Perennial,1998,20th,small
1489,While I Was Gone,Sue Miller,3.69,eng,304,56320,1185,5/12/2000,Ballantine Books,2000,21th,small
1490,Mother of Pearl,Melinda Haynes,3.69,eng,465,19073,427,6/1/2000,Washington Square Press,2000,21th,big
1491,Breath  Eyes  Memory,Edwidge Danticat,3.88,eng,234,25200,1229,5/18/1998,Vintage,1998,20th,small
1492,The Book of Ruth,Jane Hamilton,3.85,eng,328,63595,1222,12/1/1989,Anchor Books,1989,20th,small
1493,Open House,Elizabeth Berg,3.7,eng,272,54119,1629,5/1/2001,Ballantine Books,2001,21th,small
1494,The Pilot's Wife,Anita Shreve,3.52,eng,304,78714,3860,3/30/1999,Back Bay Books,1999,20th,small
1495,Tara Road,Maeve Binchy,3.9,eng,648,66629,1712,7/18/2000,Dell,2000,21th,big
1496,A Lesson Before Dying,Ernest J. Gaines,3.95,eng,256,47143,2998,9/28/1997,Vintage,1997,20th,small
1497,Paradise,Toni Morrison,3.8,eng,318,19927,812,4/1/1999,Plume (Penguin Books Ltd),1999,20th,small
1498,The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,3.34,eng,40,364,18,9/1/1997,Cartwheel,1997,20th,small
1499,She's Come Undone,Wally Lamb,3.88,eng,465,294348,9096,6/28/1998,Pocket,1998,20th,big
1500,We Were the Mulvaneys,Joyce Carol Oates,3.73,eng,454,87367,2553,9/1/1997,Plume,1997,20th,big
1501,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,eng,400,68554,1476,12/3/1999,Anchor Books,1999,20th,small
1502,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,eng,399,1005,95,10/6/1999,Harper,1999,20th,small
1503,The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,3.54,eng,40,990,55,9/1/1997,Cartwheel,1997,20th,small
1504,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,eng,357,4080,501,9/15/2004,Washington Square Press,2004,21th,small
1505,A Fine Balance,Rohinton Mistry,4.36,eng,603,112196,7546,11/30/2001,Vintage,2001,21th,big
1506,The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,3.49,eng,40,405,17,9/1/1997,Cartwheel,1997,20th,small
1507,White Oleander,Janet Fitch,3.96,eng,480,3112,210,5/1/2000,Back Bay Books,2000,21th,big
1508,Cry  the Beloved Country,Alan Paton,3.9,eng,316,3140,383,11/1/2003,Scribner,2003,21th,small
1509,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,eng,458,3437,316,1/20/2004,Harper Perennial,2004,21th,big
1510,Song of Solomon,Toni Morrison,4.06,eng,337,1730,143,9/1/1987,Plume,1987,20th,small
1511,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,eng,417,90,5,2/1/2006,Turtleback Books,2006,21th,big
1512,The Bluest Eye,Toni Morrison,4.03,eng,216,3420,280,4/27/2000,Plume Books,2000,21th,small
1513,The Poisonwood Bible,Barbara Kingsolver,4.06,eng,546,5773,828,10/1/1999,Harper Perennial,1999,20th,big
1514,Vergeef me,Wally Lamb/Inge de Heer,4.18,nl,744,67,9,7/1/2001,De Boekerij,2001,21th,big
1515,The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.23,eng,432,179,14,10/17/2006,Harper,2006,21th,big
1516,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.13,eng,304,1059,35,2/23/1999,Free Press,1999,20th,small
1517,Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,3.86,eng,274,483,54,5/8/2001,Modern Library,2001,21th,small
1518,Collected Stories  1891-1910,Edith Wharton/Maureen Howard,4.26,eng,928,56,8,1/29/2001,Library of America,2001,21th,big
1519,A Backward Glance,Edith Wharton/Louis Auchincloss,3.76,eng,385,521,77,7/15/1998,Scribner,1998,20th,small
1520,The Best Short Stories of Edith Wharton,Edith Wharton,3.77,eng,300,41,4,4/16/2004,Kessinger Publishing,2004,21th,small
1521,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45,eng,1270,11903,183,8/4/2003,HarperCollins Publishers,2003,21th,big
1522,Oscar Wilde,Richard Ellmann,4.24,eng,736,2695,119,11/5/1988,Vintage,1988,20th,big
1523,An Ideal Husband,Oscar Wilde,4.04,eng,78,32946,895,2/5/2001,Dover Publications,2001,21th,small
1524,The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,4.08,eng,272,760717,17179,6/1/2004,Random House: Modern Library,2004,21th,small
1525,De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,4.21,eng,252,2298,91,8/26/1976,Penguin Books,1976,20th,small
1526,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.95,eng,94,545,52,6/1/2006,Multnomah Books,2006,21th,small
1527,Travels with Charley: In Search of America,John Steinbeck,4.08,eng,214,56349,3738,2/5/2002,Penguin,2002,21th,small
1528,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35,eng,909,371,25,9/1/1994,Library of America,1994,20th,big
1529,The Pearl,John Steinbeck,3.46,eng,96,160706,6198,1/8/2002,Penguin Books,2002,21th,small
1530,The Life and Times of Scrooge McDuck,Don Rosa,4.67,eng,266,2467,149,6/1/2005,Gemstone Publishing,2005,21th,small
1531,The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,eng,208,959,22,9/19/2006,Gemstone Publishing,2006,21th,small
1532,The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,eng,168,14,3,9/1/2004,Wildside Press,2004,21th,small
1533,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,3.88,eng,64,8,1,11/7/2006,Gemstone Publishing,2006,21th,small
1534,A Christmas Story,Jean Shepherd,4.08,eng,144,3187,381,10/28/2003,Broadway Books,2003,21th,small
1535,My First Story of Christmas,Tim Dowley/Roger Langton,4.07,eng,24,10,1,9/1/2004,Moody Publishers,2004,21th,small
1536,The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43,eng,24,1304,32,8/1/2000,Golden Books,2000,21th,small
1537,A Christmas Carol,Charles Dickens/P.J. Lynch,4.05,eng,160,4359,353,9/12/2006,Candlewick Press,2006,21th,small
1538,A Christmas Carol,Charles Dickens,4.05,eng,112,6671,490,1/1/2012,Penguin Books,2012,21th,small
1539,The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,4.05,eng,266,276,46,11/17/2004,W. W. Norton  Company,2004,21th,small
1540,Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,4.1,eng,56,58,6,10/11/2000,Running Press Kids,2000,21th,small
1541,Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3.99,eng,1347,291,33,3/12/2002,Modern Library,2002,21th,big
